Kelso,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-CYBERTRUCK
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,JAGUAR-I-PACE
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Woodinville,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Tukwila,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-GRAND CHEROKEE
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Brush Prairie,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TOYOTA-BZ4X
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Renton,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,HYUNDAI-IONIQ
Kelso,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-X3
North Bend,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Everett,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Bothell,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Woodinville,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-A3
Coupeville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,FIAT-500
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Ridgefield,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLVO-XC40
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLVO-XC40
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,KIA-SORENTO
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Auburn,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Tukwila,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Mercer Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,SUBARU-SOLTERRA
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,HYUNDAI-TUCSON
Bainbridge Island,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-SOUL
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Port Orchard,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CADILLAC-LYRIQ
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BLAZER EV
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Burien,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,SUBARU-SOLTERRA
Olympia,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Issaquah,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Mukilteo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1T
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-KONA ELECTRIC
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Edmonds,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-X3
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MERCEDES-BENZ-EQE-CLASS SUV
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BMW-I3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-E-TRON
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Silverdale,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EV
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1S
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Olympia,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CADILLAC-LYRIQ
Coupeville,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC90
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Coupeville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Olympia,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-A3
Pacific,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-F-150
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-530E
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Issaquah,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Edmonds,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MERCEDES-BENZ-EQS-CLASS SEDAN
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Olympia,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC90
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Bainbridge Island,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,VOLKSWAGEN-E-GOLF
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Selah,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Federal Way,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Port Orchard,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Poulsbo,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Yakima,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1S
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Coupeville,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-GRAND CHEROKEE
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-KONA ELECTRIC
Snohomish,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PORSCHE-PANAMERA
Tukwila,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Shoreline,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,GMC-HUMMER EV PICKUP
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,VOLKSWAGEN-E-GOLF
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-GRAND CHEROKEE
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,MAZDA-CX-90
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Shoreline,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Duvall,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,ACURA-ZDX
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-PRIUS PRIME
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Port Ludlow,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1T
Renton,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,KIA-SORENTO
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PORSCHE-TAYCAN
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 6
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Renton,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Ridgefield,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Silverdale,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EV
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Selah,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HONDA-PROLOGUE
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Kent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PORSCHE-MACAN
Bainbridge Island,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-Q5 E
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,HYUNDAI-SANTA FE
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-S60
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1S
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Ariel,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-FUSION
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PRIME
Lake Stevens,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,FORD-FOCUS
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-Q5 E
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Issaquah,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Renton,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
North Bend,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POLESTAR-PS2
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MINI-HARDTOP
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,VOLKSWAGEN-E-GOLF
Olalla,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-NIRO
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PORSCHE-TAYCAN
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-SILVERADO EV
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV9
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-C-MAX
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-KONA ELECTRIC
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-530E
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Sammamish,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seabeck,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TOYOTA-BZ4X
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
